
> frontend@0.1.0 dev
> next dev

[baseline-browser-mapping] The data in this module is over two months old.  To ensure accurate Baseline data, please update: `npm i baseline-browser-mapping@latest -D`
 GET /api/backend/api/v1/connections 200 in 307ms (compile: 51ms, render: 256ms)
 GET /api/backend/api/v1/devices 200 in 20ms (compile: 6ms, render: 14ms)
 GET /api/backend/api/v1/traffic 200 in 31ms (compile: 16ms, render: 15ms)
 GET /api/backend/api/v1/flows 200 in 29ms (compile: 7ms, render: 22ms)
 GET /api/backend/api/v1/traffic 200 in 68ms (compile: 35ms, render: 33ms)
 GET /api/backend/api/v1/connections 200 in 1362ms (compile: 15ms, render: 1347ms)
 GET /api/backend/api/v1/connections 200 in 99ms (compile: 4ms, render: 95ms)
 GET /api/backend/api/v1/flows 200 in 39ms (compile: 16ms, render: 24ms)
 GET /api/backend/api/v1/traffic 200 in 45ms (compile: 26ms, render: 19ms)
 GET /api/backend/api/v1/traffic 200 in 24ms (compile: 14ms, render: 11ms)
 GET /api/backend/api/v1/flows 200 in 15ms (compile: 4ms, render: 11ms)
 GET /api/backend/api/v1/agents 200 in 59ms (compile: 21ms, render: 38ms)
 GET /api/backend/api/v1/traffic 200 in 27ms (compile: 6ms, render: 21ms)
 GET /api/backend/api/v1/capabilities 200 in 92ms (compile: 45ms, render: 47ms)
 GET /api/backend/api/v1/connections 200 in 129ms (compile: 16ms, render: 113ms)
 GET /api/backend/api/v1/flows 200 in 28ms (compile: 15ms, render: 14ms)
 GET /api/backend/api/v1/traffic 200 in 17ms (compile: 5ms, render: 12ms)
 GET /api/backend/api/v1/traffic 200 in 24ms (compile: 14ms, render: 10ms)
 GET /api/backend/api/v1/flows 200 in 41ms (compile: 8ms, render: 33ms)
 GET /api/backend/api/v1/devices 200 in 48ms (compile: 18ms, render: 30ms)
 GET /api/backend/api/v1/connections 200 in 776ms (compile: 28ms, render: 749ms)
 GET /api/backend/api/v1/traffic 200 in 37ms (compile: 19ms, render: 18ms)
 GET /api/backend/api/v1/flows 200 in 48ms (compile: 18ms, render: 30ms)
 GET /api/backend/api/v1/traffic 200 in 54ms (compile: 32ms, render: 22ms)
 GET /api/backend/api/v1/agents 200 in 66ms (compile: 24ms, render: 42ms)
 GET /api/backend/api/v1/capabilities 200 in 70ms (compile: 42ms, render: 28ms)
 GET /api/backend/api/v1/traffic 200 in 42ms (compile: 28ms, render: 14ms)
 GET /api/backend/api/v1/connections 200 in 276ms (compile: 52ms, render: 224ms)
 GET /api/backend/api/v1/connections 200 in 109ms (compile: 8ms, render: 101ms)
 GET /api/backend/api/v1/flows 200 in 16ms (compile: 4ms, render: 12ms)
 GET /api/backend/api/v1/traffic 200 in 28ms (compile: 15ms, render: 13ms)
 GET /api/backend/api/v1/flows 200 in 47ms (compile: 18ms, render: 30ms)
 GET /api/backend/api/v1/traffic 200 in 58ms (compile: 32ms, render: 27ms)
 GET /api/backend/api/v1/connections 200 in 124ms (compile: 5ms, render: 119ms)
 GET /api/backend/api/v1/traffic 200 in 30ms (compile: 15ms, render: 15ms)
 GET /api/backend/api/v1/flows 200 in 18ms (compile: 4ms, render: 14ms)
 GET /api/backend/api/v1/traffic 200 in 30ms (compile: 15ms, render: 15ms)
 GET /api/backend/api/v1/agents 200 in 80ms (compile: 25ms, render: 55ms)
 GET /api/backend/api/v1/devices 200 in 81ms (compile: 34ms, render: 46ms)
